"","circuit_name","year","race_milliseconds","race_time","raceId"
"101","Japanese Grand Prix",2004,5066985,"01:24:26.984",106
"102","Japanese Grand Prix",2004,5081083,"01:24:41.082",106
"103","Japanese Grand Prix",2004,5086647,"01:24:46.646",106
"104","Japanese Grand Prix",2004,5098766,"01:24:58.765",106
"105","Japanese Grand Prix",2004,5104752,"01:25:04.752",106
"106","Japanese Grand Prix",2004,5106347,"01:25:06.346",106
"107","Japanese Grand Prix",2004,5122332,"01:25:22.332",106
"108","Japanese Grand Prix",2004,5123261,"01:25:23.261",106
"109","Japanese Grand Prix",2004,5156641,"01:25:56.640",106
"110","Malaysian Grand Prix",2004,5467490,"01:31:07.489",91
"111","Malaysian Grand Prix",2004,5472512,"01:31:12.511",91
"112","Malaysian Grand Prix",2004,5479058,"01:31:19.057",91
"113","Malaysian Grand Prix",2004,5481105,"01:31:21.104",91
"114","Malaysian Grand Prix",2004,5504850,"01:31:44.850",91
"115","Malaysian Grand Prix",2004,5520588,"01:32:00.587",91
"116","Malaysian Grand Prix",2004,5535367,"01:32:15.367",91
"117","Monaco Grand Prix",2004,6346601,"01:45:46.600",95
"118","Monaco Grand Prix",2004,6347098,"01:45:47.097",95
"119","Monaco Grand Prix",2004,6422367,"01:47:02.367",95
"120","San Marino Grand Prix",2004,5179670,"01:26:19.670",93
"121","San Marino Grand Prix",2004,5189372,"01:26:29.372",93
"122","San Marino Grand Prix",2004,5201287,"01:26:41.287",93
"123","San Marino Grand Prix",2004,5203324,"01:26:43.323",93
"124","San Marino Grand Prix",2004,5215886,"01:26:55.886",93
"125","San Marino Grand Prix",2004,5216353,"01:26:56.353",93
"126","San Marino Grand Prix",2004,5235400,"01:27:15.399",93
"127","Spanish Grand Prix",2004,5252841,"01:27:32.841",94
"128","Spanish Grand Prix",2004,5266131,"01:27:46.131",94
"129","Spanish Grand Prix",2004,5285135,"01:28:05.135",94
"130","Spanish Grand Prix",2004,5285793,"01:28:05.792",94
"131","Spanish Grand Prix",2004,5295168,"01:28:15.167",94
"132","Spanish Grand Prix",2004,5326645,"01:28:46.645",94
"133","Spanish Grand Prix",2004,5329949,"01:28:49.948",94
"134","United States Grand Prix",2004,6029914,"01:40:29.913",98
"135","United States Grand Prix",2004,6032864,"01:40:32.863",98
"136","United States Grand Prix",2004,6051950,"01:40:51.949",98
"137","United States Grand Prix",2004,6064458,"01:41:04.457",98
"138","United States Grand Prix",2004,6067448,"01:41:07.448",98
"139","Australian Grand Prix",2005,5057336,"01:24:17.336",71
"140","Australian Grand Prix",2005,5062889,"01:24:22.889",71
"141","Australian Grand Prix",2005,5064048,"01:24:24.047",71
"142","Australian Grand Prix",2005,5073467,"01:24:33.466",71
"143","Australian Grand Prix",2005,5074244,"01:24:34.243",71
"144","Australian Grand Prix",2005,5092369,"01:24:52.368",71
"145","Australian Grand Prix",2005,5096333,"01:24:56.332",71
"146","Australian Grand Prix",2005,5096969,"01:24:56.969",71
"147","Australian Grand Prix",2005,5120444,"01:25:20.444",71
"148","Australian Grand Prix",2005,5121729,"01:25:21.729",71
"149","Bahrain Grand Prix",2005,5358531,"01:29:18.530",73
"150","Bahrain Grand Prix",2005,5371940,"01:29:31.939",73
"151","Bahrain Grand Prix",2005,5390594,"01:29:50.594",73
"152","Bahrain Grand Prix",2005,5411803,"01:30:11.802",73
"153","Bahrain Grand Prix",2005,5423519,"01:30:23.519",73
"154","Bahrain Grand Prix",2005,5433232,"01:30:33.231",73
"155","Belgian Grand Prix",2005,5401295,"01:30:01.295",86
"156","Belgian Grand Prix",2005,5429595,"01:30:29.595",86
"157","Belgian Grand Prix",2005,5433295,"01:30:33.295",86
"158","Belgian Grand Prix",2005,5470395,"01:31:10.395",86
"159","Belgian Grand Prix",2005,5479395,"01:31:19.395",86
"160","Belgian Grand Prix",2005,5488695,"01:31:28.694",86
"161","Belgian Grand Prix",2005,5488795,"01:31:28.795",86
"162","Brazilian Grand Prix",2005,5360574,"01:29:20.573",87
"163","Brazilian Grand Prix",2005,5363101,"01:29:23.100",87
"164","Brazilian Grand Prix",2005,5385414,"01:29:45.413",87
"165","Brazilian Grand Prix",2005,5396242,"01:29:56.242",87
"166","Brazilian Grand Prix",2005,5400792,"01:30:00.792",87
"167","Brazilian Grand Prix",2005,5429747,"01:30:29.747",87
"168","British Grand Prix",2005,5069588,"01:24:29.587",81
"169","British Grand Prix",2005,5072288,"01:24:32.287",81
"170","British Grand Prix",2005,5083988,"01:24:43.988",81
"171","British Grand Prix",2005,5087488,"01:24:47.488",81
"172","British Grand Prix",2005,5109888,"01:25:09.887",81
"173","British Grand Prix",2005,5144888,"01:25:44.887",81
"174","British Grand Prix",2005,5146188,"01:25:46.188",81
"175","British Grand Prix",2005,5148788,"01:25:48.787",81
"176","British Grand Prix",2005,5150488,"01:25:50.488",81
"177","Canadian Grand Prix",2005,5529290,"01:32:09.289",78
"178","Canadian Grand Prix",2005,5530390,"01:32:10.390",78
"179","Canadian Grand Prix",2005,5569690,"01:32:49.689",78
"180","Canadian Grand Prix",2005,5584390,"01:33:04.390",78
"181","Canadian Grand Prix",2005,5584990,"01:33:04.989",78
"182","Chinese Grand Prix",2005,5993618,"01:39:53.618",89
"183","Chinese Grand Prix",2005,5997618,"01:39:57.618",89
"184","Chinese Grand Prix",2005,6018918,"01:40:18.917",89
"185","Chinese Grand Prix",2005,6019718,"01:40:19.717",89
"186","Chinese Grand Prix",2005,6025418,"01:40:25.417",89
"187","Chinese Grand Prix",2005,6030018,"01:40:30.018",89
"188","Chinese Grand Prix",2005,6030418,"01:40:30.417",89
"189","Chinese Grand Prix",2005,6034818,"01:40:34.818",89
"190","Chinese Grand Prix",2005,6037818,"01:40:37.818",89
"191","Chinese Grand Prix",2005,6053518,"01:40:53.518",89
"192","Chinese Grand Prix",2005,6078218,"01:41:18.217",89
"193","Chinese Grand Prix",2005,6086418,"01:41:26.417",89
"194","European Grand Prix",2005,5506648,"01:31:46.648",77
"195","European Grand Prix",2005,5523215,"01:32:03.215",77
"196","European Grand Prix",2005,5525197,"01:32:05.197",77
"197","European Grand Prix",2005,5538236,"01:32:18.235",77
"198","European Grand Prix",2005,5557093,"01:32:37.092",77
"199","European Grand Prix",2005,5558580,"01:32:38.579",77
"200","European Grand Prix",2005,5564821,"01:32:44.820",77
"201","European Grand Prix",2005,5577739,"01:32:57.738",77
"202","European Grand Prix",2005,5578177,"01:32:58.176",77
"203","European Grand Prix",2005,5602434,"01:33:22.434",77
"204","French Grand Prix",2005,5482232,"01:31:22.231",80
"205","French Grand Prix",2005,5494032,"01:31:34.032",80
"206","French Grand Prix",2005,5564132,"01:32:44.131",80
"207","German Grand Prix",2005,5188599,"01:26:28.599",82
"208","German Grand Prix",2005,5211168,"01:26:51.167",82
"209","German Grand Prix",2005,5213021,"01:26:53.020",82
"210","German Grand Prix",2005,5239186,"01:27:19.185",82
"211","German Grand Prix",2005,5240289,"01:27:20.288",82
"212","German Grand Prix",2005,5240841,"01:27:20.841",82
"213","German Grand Prix",2005,5241299,"01:27:21.298",82
"214","German Grand Prix",2005,5245169,"01:27:25.168",82
"215","German Grand Prix",2005,5258417,"01:27:38.417",82
"216","Hungarian Grand Prix",2005,5845552,"01:37:25.551",83
"217","Hungarian Grand Prix",2005,5881133,"01:38:01.132",83
"218","Hungarian Grand Prix",2005,5881681,"01:38:01.680",83
"219","Hungarian Grand Prix",2005,5899773,"01:38:19.773",83
"220","Hungarian Grand Prix",2005,5904384,"01:38:24.384",83
"221","Hungarian Grand Prix",2005,5913927,"01:38:33.926",83
"222","Italian Grand Prix",2005,4468659,"01:14:28.658",85
"223","Italian Grand Prix",2005,4471138,"01:14:31.137",85
"224","Italian Grand Prix",2005,4486634,"01:14:46.634",85
"225","Italian Grand Prix",2005,4491434,"01:14:51.434",85
"226","Italian Grand Prix",2005,4502445,"01:15:02.444",85
"227","Italian Grand Prix",2005,4512584,"01:15:12.583",85
"228","Italian Grand Prix",2005,4513302,"01:15:13.301",85
"229","Italian Grand Prix",2005,4532294,"01:15:32.293",85
"230","Italian Grand Prix",2005,4544072,"01:15:44.072",85
"231","Italian Grand Prix",2005,4564729,"01:16:04.729",85
"232","Japanese Grand Prix",2005,5342212,"01:29:02.212",88
"233","Japanese Grand Prix",2005,5343845,"01:29:03.845",88
"234","Japanese Grand Prix",2005,5359668,"01:29:19.667",88
"235","Japanese Grand Prix",2005,5364486,"01:29:24.485",88
"236","Japanese Grand Prix",2005,5371719,"01:29:31.719",88
"237","Japanese Grand Prix",2005,5373813,"01:29:33.813",88
"238","Japanese Grand Prix",2005,5376091,"01:29:36.091",88
"239","Japanese Grand Prix",2005,5391760,"01:29:51.760",88
"240","Japanese Grand Prix",2005,5394137,"01:29:54.136",88
"241","Japanese Grand Prix",2005,5399721,"01:29:59.720",88
"242","Japanese Grand Prix",2005,5402845,"01:30:02.845",88
"243","Japanese Grand Prix",2005,5425433,"01:30:25.432",88
"244","Malaysian Grand Prix",2005,5493736,"01:31:33.735",72
"245","Malaysian Grand Prix",2005,5518063,"01:31:58.063",72
"246","Malaysian Grand Prix",2005,5525924,"01:32:05.923",72
"247","Malaysian Grand Prix",2005,5535367,"01:32:15.367",72
"248","Malaysian Grand Prix",2005,5545590,"01:32:25.590",72
"249","Malaysian Grand Prix",2005,5566279,"01:32:46.279",72
"250","Malaysian Grand Prix",2005,5573724,"01:32:53.724",72
"251","Malaysian Grand Prix",2005,5574571,"01:32:54.570",72
"252","Malaysian Grand Prix",2005,5575316,"01:32:55.315",72
"253","Monaco Grand Prix",2005,6315556,"01:45:15.555",76
"254","Monaco Grand Prix",2005,6329433,"01:45:29.432",76
"255","Monaco Grand Prix",2005,6334040,"01:45:34.039",76
"256","Monaco Grand Prix",2005,6352043,"01:45:52.042",76
"257","Monaco Grand Prix",2005,6352203,"01:45:52.203",76
"258","Monaco Grand Prix",2005,6352673,"01:45:52.672",76
"259","Monaco Grand Prix",2005,6352779,"01:45:52.779",76
"260","Monaco Grand Prix",2005,6353126,"01:45:53.126",76
"261","San Marino Grand Prix",2005,5261921,"01:27:41.921",74
"262","San Marino Grand Prix",2005,5262136,"01:27:42.136",74
"263","San Marino Grand Prix",2005,5289475,"01:28:09.475",74
"264","San Marino Grand Prix",2005,5326363,"01:28:46.363",74
"265","San Marino Grand Prix",2005,5332179,"01:28:52.179",74
"266","San Marino Grand Prix",2005,5333203,"01:28:53.203",74
"267","San Marino Grand Prix",2005,5345218,"01:29:05.217",74
"268","San Marino Grand Prix",2005,5345685,"01:29:05.685",74
"269","San Marino Grand Prix",2005,5357762,"01:29:17.761",74
"270","Spanish Grand Prix",2005,5236830,"01:27:16.829",75
"271","Spanish Grand Prix",2005,5264482,"01:27:44.481",75
"272","Spanish Grand Prix",2005,5282777,"01:28:02.777",75
"273","Spanish Grand Prix",2005,5283549,"01:28:03.548",75
"274","Spanish Grand Prix",2005,5294766,"01:28:14.765",75
"275","Spanish Grand Prix",2005,5305372,"01:28:25.372",75
"276","Turkish Grand Prix",2005,5074454,"01:24:34.453",84
"277","Turkish Grand Prix",2005,5093063,"01:24:53.063",84
"278","Turkish Grand Prix",2005,5094089,"01:24:54.088",84
"279","Turkish Grand Prix",2005,5112427,"01:25:12.426",84
"280","Turkish Grand Prix",2005,5113758,"01:25:13.757",84
"281","Turkish Grand Prix",2005,5129874,"01:25:29.873",84
"282","Turkish Grand Prix",2005,5143746,"01:25:43.746",84
"283","Turkish Grand Prix",2005,5146076,"01:25:46.076",84
"284","Turkish Grand Prix",2005,5154441,"01:25:54.440",84
"285","United States Grand Prix",2005,5383181,"01:29:43.180",79
"286","United States Grand Prix",2005,5384681,"01:29:44.680",79
"287","Australian Grand Prix",2006,5667870,"01:34:27.869",55
"288","Australian Grand Prix",2006,5669670,"01:34:29.670",55
"289","Australian Grand Prix",2006,5692670,"01:34:52.670",55
"290","Australian Grand Prix",2006,5698870,"01:34:58.869",55
"291","Australian Grand Prix",2006,5705970,"01:35:05.970",55
"292","Australian Grand Prix",2006,5717370,"01:35:17.369",55
"293","Australian Grand Prix",2006,5719770,"01:35:19.770",55
"294","Australian Grand Prix",2006,5721770,"01:35:21.770",55
"295","Australian Grand Prix",2006,5746670,"01:35:46.670",55
"296","Bahrain Grand Prix",2006,5386205,"01:29:46.204",53
"297","Bahrain Grand Prix",2006,5387451,"01:29:47.451",53
"298","Bahrain Grand Prix",2006,5405565,"01:30:05.564",53
"299","Bahrain Grand Prix",2006,5406197,"01:30:06.197",53
"300","Bahrain Grand Prix",2006,5423253,"01:30:23.252",53
"301","Bahrain Grand Prix",2006,5428137,"01:30:28.136",53
"302","Bahrain Grand Prix",2006,5449248,"01:30:49.247",53
"303","Bahrain Grand Prix",2006,5452976,"01:30:52.975",53
"304","Bahrain Grand Prix",2006,5456112,"01:30:56.112",53
"305","Bahrain Grand Prix",2006,5461746,"01:31:01.746",53
"306","Bahrain Grand Prix",2006,5472202,"01:31:12.202",53
"307","Brazilian Grand Prix",2006,5513751,"01:31:53.751",70
"308","Brazilian Grand Prix",2006,5532409,"01:32:12.408",70
"309","Brazilian Grand Prix",2006,5533145,"01:32:13.145",70
"310","Brazilian Grand Prix",2006,5537845,"01:32:17.845",70
"311","Brazilian Grand Prix",2006,5542254,"01:32:22.253",70
"312","Brazilian Grand Prix",2006,5544038,"01:32:24.037",70
"313","Brazilian Grand Prix",2006,5554045,"01:32:34.045",70
"314","Brazilian Grand Prix",2006,5565819,"01:32:45.819",70
"315","Brazilian Grand Prix",2006,5581393,"01:33:01.393",70
"316","British Grand Prix",2006,5151927,"01:25:51.926",60
"317","British Grand Prix",2006,5165878,"01:26:05.877",60
"318","British Grand Prix",2006,5170599,"01:26:10.599",60
"319","British Grand Prix",2006,5171903,"01:26:11.903",60
"320","British Grand Prix",2006,5183486,"01:26:23.485",60
"321","British Grand Prix",2006,5216696,"01:26:56.695",60
"322","British Grand Prix",2006,5226521,"01:27:06.520",60
"323","British Grand Prix",2006,5230226,"01:27:10.225",60
"324","British Grand Prix",2006,5230935,"01:27:10.935",60
"325","Canadian Grand Prix",2006,5677308,"01:34:37.307",61
"326","Canadian Grand Prix",2006,5679408,"01:34:39.408",61
"327","Canadian Grand Prix",2006,5686108,"01:34:46.108",61
"328","Canadian Grand Prix",2006,5692908,"01:34:52.908",61
"329","Canadian Grand Prix",2006,5702408,"01:35:02.408",61
"330","Chinese Grand Prix",2006,5852747,"01:37:32.747",68
"331","Chinese Grand Prix",2006,5855868,"01:37:35.868",68
"332","Chinese Grand Prix",2006,5896944,"01:38:16.944",68
"333","Chinese Grand Prix",2006,5924803,"01:38:44.802",68
"334","Chinese Grand Prix",2006,5929884,"01:38:49.884",68
"335","Chinese Grand Prix",2006,5931878,"01:38:51.877",68
"336","Chinese Grand Prix",2006,5944726,"01:39:04.725",68
"337","Chinese Grand Prix",2006,5956335,"01:39:16.335",68
"338","Chinese Grand Prix",2006,5956543,"01:39:16.542",68
"339","European Grand Prix",2006,5758765,"01:35:58.765",57
"340","European Grand Prix",2006,5762516,"01:36:02.515",57
"341","European Grand Prix",2006,5763212,"01:36:03.212",57
"342","European Grand Prix",2006,5763644,"01:36:03.644",57
"343","European Grand Prix",2006,5831351,"01:37:11.350",57
"344","European Grand Prix",2006,5832881,"01:37:12.881",57
"345","European Grand Prix",2006,5833330,"01:37:13.329",57
"346","European Grand Prix",2006,5848129,"01:37:28.128",57
"347","French Grand Prix",2006,5527803,"01:32:07.802",63
"348","French Grand Prix",2006,5537903,"01:32:17.903",63
"349","French Grand Prix",2006,5550303,"01:32:30.302",63
"350","French Grand Prix",2006,5555003,"01:32:35.002",63
"351","French Grand Prix",2006,5560803,"01:32:40.802",63
"352","French Grand Prix",2006,5573003,"01:32:53.002",63
"353","French Grand Prix",2006,5577203,"01:32:57.203",63
"354","German Grand Prix",2006,5271693,"01:27:51.693",64
"355","German Grand Prix",2006,5272393,"01:27:52.393",64
"356","German Grand Prix",2006,5284893,"01:28:04.893",64
"357","German Grand Prix",2006,5290493,"01:28:10.493",64
"358","German Grand Prix",2006,5295393,"01:28:15.393",64
"359","German Grand Prix",2006,5296493,"01:28:16.493",64
"360","German Grand Prix",2006,5298193,"01:28:18.193",64
"361","German Grand Prix",2006,5319793,"01:28:39.792",64
"362","German Grand Prix",2006,5331993,"01:28:51.993",64
"363","Hungarian Grand Prix",2006,6740941,"01:52:20.940",65
"364","Hungarian Grand Prix",2006,6771778,"01:52:51.778",65
"365","Hungarian Grand Prix",2006,6784763,"01:53:04.762",65
"366","Hungarian Grand Prix",2006,6786146,"01:53:06.145",65
"367","Italian Grand Prix",2006,4491975,"01:14:51.975",67
"368","Italian Grand Prix",2006,4500021,"01:15:00.020",67
"369","Italian Grand Prix",2006,4518389,"01:15:18.389",67
"370","Italian Grand Prix",2006,4524020,"01:15:24.020",67
"371","Italian Grand Prix",2006,4524660,"01:15:24.659",67
"372","Italian Grand Prix",2006,4534384,"01:15:34.384",67
"373","Italian Grand Prix",2006,4536637,"01:15:36.636",67
"374","Italian Grand Prix",2006,4537284,"01:15:37.283",67
"375","Italian Grand Prix",2006,4537970,"01:15:37.970",67
"376","Italian Grand Prix",2006,4564577,"01:16:04.577",67
"377","Japanese Grand Prix",2006,5032413,"01:23:52.412",69
"378","Japanese Grand Prix",2006,5048564,"01:24:08.564",69
"379","Japanese Grand Prix",2006,5056366,"01:24:16.365",69
"380","Japanese Grand Prix",2006,5066514,"01:24:26.514",69
"381","Japanese Grand Prix",2006,5076009,"01:24:36.009",69
"382","Japanese Grand Prix",2006,5079130,"01:24:39.130",69
"383","Japanese Grand Prix",2006,5081282,"01:24:41.282",69
"384","Japanese Grand Prix",2006,5108508,"01:25:08.507",69
"385","Japanese Grand Prix",2006,5109345,"01:25:09.345",69
"386","Malaysian Grand Prix",2006,5440529,"01:30:40.529",54
"387","Malaysian Grand Prix",2006,5445114,"01:30:45.113",54
"388","Malaysian Grand Prix",2006,5450160,"01:30:50.159",54
"389","Malaysian Grand Prix",2006,5479880,"01:31:19.880",54
"390","Malaysian Grand Prix",2006,5483783,"01:31:23.783",54
"391","Malaysian Grand Prix",2006,5484383,"01:31:24.382",54
"392","Malaysian Grand Prix",2006,5520990,"01:32:00.989",54
"393","Malaysian Grand Prix",2006,5521817,"01:32:01.817",54
"394","Monaco Grand Prix",2006,6223116,"01:43:43.115",59
"395","Monaco Grand Prix",2006,6237683,"01:43:57.682",59
"396","Monaco Grand Prix",2006,6275414,"01:44:35.413",59
"397","Monaco Grand Prix",2006,6276453,"01:44:36.453",59
"398","Monaco Grand Prix",2006,6276946,"01:44:36.945",59
"399","Monaco Grand Prix",2006,6285188,"01:44:45.188",59
"400","San Marino Grand Prix",2006,5466486,"01:31:06.485",56
"401","San Marino Grand Prix",2006,5468582,"01:31:08.582",56
"402","San Marino Grand Prix",2006,5482354,"01:31:22.354",56
"403","San Marino Grand Prix",2006,5483582,"01:31:23.582",56
"404","San Marino Grand Prix",2006,5484010,"01:31:24.010",56
"405","San Marino Grand Prix",2006,5504225,"01:31:44.225",56
"406","San Marino Grand Prix",2006,5506121,"01:31:46.121",56
"407","San Marino Grand Prix",2006,5506686,"01:31:46.685",56
"408","San Marino Grand Prix",2006,5511997,"01:31:51.997",56
"409","San Marino Grand Prix",2006,5544337,"01:32:24.337",56
"410","San Marino Grand Prix",2006,5546161,"01:32:26.161",56
"411","San Marino Grand Prix",2006,5548856,"01:32:28.855",56
"412","Spanish Grand Prix",2006,5181759,"01:26:21.759",58
"413","Spanish Grand Prix",2006,5200261,"01:26:40.261",58
"414","Spanish Grand Prix",2006,5205710,"01:26:45.710",58
"415","Spanish Grand Prix",2006,5211612,"01:26:51.612",58
"416","Spanish Grand Prix",2006,5238634,"01:27:18.634",58
"417","Spanish Grand Prix",2006,5240106,"01:27:20.105",58
"418","Turkish Grand Prix",2006,5331082,"01:28:51.082",66
"419","Turkish Grand Prix",2006,5336657,"01:28:56.657",66
"420","Turkish Grand Prix",2006,5336738,"01:28:56.738",66
"421","Turkish Grand Prix",2006,5343416,"01:29:03.416",66
"422","Turkish Grand Prix",2006,5376990,"01:29:36.989",66
"423","Turkish Grand Prix",2006,5377676,"01:29:37.676",66
"424","Turkish Grand Prix",2006,5390419,"01:29:50.418",66
"425","Turkish Grand Prix",2006,5391116,"01:29:51.115",66
"426","United States Grand Prix",2006,5675199,"01:34:35.198",62
"427","United States Grand Prix",2006,5683183,"01:34:43.182",62
"428","United States Grand Prix",2006,5691794,"01:34:51.793",62
"429","United States Grand Prix",2006,5698803,"01:34:58.802",62
"430","United States Grand Prix",2006,5703609,"01:35:03.609",62
"431","United States Grand Prix",2006,5711712,"01:35:11.712",62
"432","Australian Grand Prix",2007,5128770,"01:25:28.770",36
"433","Australian Grand Prix",2007,5136012,"01:25:36.011",36
"434","Australian Grand Prix",2007,5147365,"01:25:47.364",36
"435","Australian Grand Prix",2007,5167533,"01:26:07.533",36
"436","Australian Grand Prix",2007,5195239,"01:26:35.238",36
"437","Australian Grand Prix",2007,5195575,"01:26:35.574",36
"438","Bahrain Grand Prix",2007,5607515,"01:33:27.515",38
"439","Bahrain Grand Prix",2007,5609875,"01:33:29.875",38
"440","Bahrain Grand Prix",2007,5618354,"01:33:38.354",38
"441","Bahrain Grand Prix",2007,5621346,"01:33:41.345",38
"442","Bahrain Grand Prix",2007,5621941,"01:33:41.940",38
"443","Bahrain Grand Prix",2007,5653044,"01:34:13.043",38
"444","Bahrain Grand Prix",2007,5688886,"01:34:48.886",38
"445","Bahrain Grand Prix",2007,5689216,"01:34:49.216",38
